,description,link
976,"Lufthansa Cargo Flight 8460, a McDonnell Douglas MD-11 freighter, catches fire and breaks in half as it lands at King Khalid International Airport, injuring the German pilot and co-pilot.",/wiki/Lufthansa_Cargo_Flight_8460
977,"Airblue Flight 202, an Airbus A321, crashes into a hill in the Margalla Hills north-east of Islamabad apparently due to bad weather resulting in 146 passengers and 6 crew members perished. It is the first fatal accident involving an Airbus A321 and Pakistan's worst air disaster.",/wiki/Airblue_Flight_202
978,"Katekavia Flight 9357, an Antonov An-24 crashes on approach to Igarka Airport, Russia, killing twelve people.",/wiki/Katekavia_Flight_9357
979,"AIRES Flight 8250, a Boeing 737 splits in three after a hard landing at Gustavo Rojas Pinilla Airport, San Andrés, Colombia. Of the 125 passengers and 6 crew members on board, two passengers are killed and another 113 injured.",/wiki/AIRES_Flight_8250
980,"Agni Air Flight 101, a Dornier Do 228, crashes outside of Kathmandu, Nepal, in heavy rain, killing all 14 people on board.",/wiki/Agni_Air_Flight_101
981,"Henan Airlines Flight 8387, an Embraer E-190, overruns the runway and crashes at Yichun, Heilongjiang, northeast China, causing 43 fatalities from 91 passengers and 5 crew members; this is the first hull loss of an Embraer E-Jet.",/wiki/Henan_Airlines_Flight_8387
982,"The 2010 Bandundu Filair Let L-410 crash on approach to Bandundu Airport, Democratic Republic of the Congo, kills all but one of the 21 on board.",/wiki/2010_Bandundu_Filair_Let_L-410_crash
983,"UPS Airlines Flight 6, a Boeing 747-400, crashes at a military base shortly after takeoff from Dubai International Airport, killing both of the two crew.",/wiki/UPS_Airlines_Flight_6
984,"Alrosa Mirny Air Enterprise Flight 514, a Tupolev Tu-154M, suffers electrical failure and makes an emergency landing at Izhma Airport; while landing, the aircraft overruns the runway and is written off; all 81 passengers and crew survive.",/wiki/Alrosa_Mirny_Air_Enterprise_Flight_514
985,"Conviasa Flight 2350, an ATR-42, crashes shortly before landing in Ciudad Guayana, killing 15 of the 51 people on board.",/wiki/Conviasa_Flight_2350
986,"Aero Caribbean Flight 883, an ATR-72, crashes in Sancti Spíritus, Cuba, killing all 68 on board in the joint worst-ever accident involving the ATR 72.",/wiki/Aero_Caribbean_Flight_883
987,"Qantas Flight 32, an Airbus A380, suffers substantial mechanical failure of its left inboard engine after taking off from Singapore Changi Airport. The flight turns back and lands safely. All the 433 passengers and 26 crew on board are safe. Cowling parts of the failed engine fall over Batam Island.",/wiki/Qantas_Flight_32
988,"In the 2010 Karachi Beechcraft 1900 crash a JS Air charter crashes straight after takeoff, killing all 19 passengers and 2 crew on board.",/wiki/2010_Karachi_Beechcraft_1900_crash
989,"The Zalingei Tarco Airlines Antonov An-24 crash on landing at Zalingei Airport, Sudan, kills 6 of 44 on board.",/wiki/Zalingei_Tarco_Airlines_Antonov_An-24_crash
990,"Sun Way Flight 4412, an Ilyushin Il-76TD, suffers an engine fire and crashes near Jinnah International Airport, killing all 8 crew on board and another 4 on the ground.",/wiki/Sun_Way_Flight_4412
991,"Dagestan Airlines Flight 372, a Tupolev Tu-154, skids off the runway during emergency landing at Russia's Domodedovo International Airport, killing two of the 160 passengers on board and injuring 87.",/wiki/Dagestan_Airlines_Flight_372
992,"A Tara Air de Havilland Canada DHC-6 Twin Otter crashes in the Bilandu Forest near Shreechaur, Okhaldhunga District, Nepal, killing all 22 passengers and crew on board.",/wiki/2010_Okhaldhunga_Twin_Otter_crash
993,"Kolavia Flight 348, a Tupolev Tu-154, erupts in flames while taxiing at Surgut International Airport, Russia, killing 3 out of 124 people and injuring 43.",/wiki/Kolavia_Flight_348
994,"Iran Air Flight 277, a Boeing 727, crashes at Urmia Airport, Iran, during a go-around, killing 77 of 105 people on board.",/wiki/Iran_Air_Flight_277
995,"Manx2 Flight 7100, a Fairchild Metroliner III, crashes at Cork Airport, Republic of Ireland, and catches fire, killing 6 of 12 people on board.",/wiki/Manx2_Flight_7100
996,"Central American Airways Flight 731, a Let L-410 Turbolet, crashes while on approach to Toncontín International Airport, killing all 14 on board.",/wiki/Central_American_Airways_Flight_731
997,"The 2011 Pointe-Noire Trans Air Congo An-12 crash: an Antonov An-12 crashes on approach to Pointe Noire Airport, Republic of the Congo, killing all 4 crew on board and another 19 on the ground.",/wiki/2011_Pointe-Noire_Trans_Air_Congo_An-12_crash
998,"Southwest Airlines Flight 812, a Boeing 737, ruptures a hole in the fuselage at 36,000 feet, causing the cabin to lose pressure shortly after takeoff from Phoenix Sky Harbor International Airport. The plane lands safely at Yuma International Airport, Arizona, with 116 people aboard uninjured and 2 with minor injuries.",/wiki/Southwest_Airlines_Flight_812
999,"In the 2011 United Nations Bombardier CRJ-100 crash, a Georgian Airways plane operated by the United Nations Mission in the Democratic Republic of Congo (MONUSCO) crashes on landing at N'djili Airport, Democratic Republic of the Congo; all but 1 of the 33 on board are killed.",/wiki/2011_United_Nations_Bombardier_CRJ-100_crash
1000,"Merpati Nusantara Airlines Flight 8968, a Xian MA60, crashes off the coast of West Papua, Indonesia, while on approach to Kaimana Airport in heavy rain, killing all 25 passengers and crew on board.",/wiki/Merpati_Nusantara_Airlines_Flight_8968
1001,"Sol Líneas Aéreas Flight 5428, a Saab 340, crashes off Prahuaniyeu, Río Negro, Argentina, while en route to General Enrique Mosconi International Airport, Comodoro Rivadavia due to ice formation on the wings, propellers and under the fuselage, killing all 22 passengers and crew on board.",/wiki/Sol_L%C3%ADneas_A%C3%A9reas_Flight_5428
1002,"RusAir Flight 9605, a Tupolev Tu-134, crashes onto the Russian highway A133 near the village of Besovets, Petrozavodsk, Russia, while on approach to Petrozavodsk Airport, killing 47 of 52 on board.",/wiki/RusAir_Flight_9605
1003,"The 2011 Silk Way Airlines Ilyushin Il-76 crash: An Ilyushin Il-76 crashes into a mountain 25 kilometres (16 mi) short of Bagram Air Base in Afghanistan, killing all 9 people on board the cargo flight from Baku, operated on behalf of NATO.",/wiki/2011_Silk_Way_Airlines_Ilyushin_Il-76_crash
1004,"Hewa Bora Airways Flight 952, a Boeing 727, crashes on landing at Bangoka International Airport, Democratic Republic of the Congo, killing 74 of 118 on board.",/wiki/Hewa_Bora_Airways_Flight_952
1005,"Angara Airlines Flight 5007, an Antonov An-24, ditches in the Ob River after an engine fire, killing 7 of 37 on board.",/wiki/Angara_Airlines_Flight_5007
1006,"Noar Linhas Aéreas Flight 4896, a Let L-410 Turbolet, crashes shortly after takeoff from Recife Airport, Brazil, killing all 16 on board.",/wiki/Noar_Linhas_A%C3%A9reas_Flight_4896
1007,"Asiana Airlines Flight 991, a Boeing 747 freighter, crashes into the Pacific Ocean, 112 kilometres (70 mi) west of Jeju Island, South Korea, killing the 2 crew.",/wiki/Asiana_Airlines_Flight_991
1008,"Caribbean Airlines Flight 523, a Boeing 737, overruns the runway on landing at Cheddi Jagan International Airport, Georgetown, Guyana, and breaks in two; seven are injured but all 163 passengers and crew survive.",/wiki/Caribbean_Airlines_Flight_523
1009,"In the 2011 Avis Amur Antonov An-12 crash, an Antonov An-12, en route from Magadan Airport to Keperveyem Airport, crashes at Omsukchan, Russia, due to an engine fire, killing all 11 on board.",/wiki/2011_Avis_Amur_Antonov_An-12_crash
1010,"First Air Flight 6560, a Boeing 737, crashes while on approach to Resolute Bay Airport, Nunavut, Canada, killing 12 of 15 on board.",/wiki/First_Air_Flight_6560
1011,"Aerocon Flight 238, a Fairchild Metroliner III, crashes near Trinidad, Bolivia, killing 8 of 9 people on board.",/wiki/Aerocon_Flight_238
1012,"Yak-Service Flight 9634, a Yakovlev Yak-42, crashes just after takeoff from Tunoshna Airport, Yaroslavl, Russia, due to pilot error, killing 44 of the 45 people on board. Many were players and staff of the Lokomotiv Yaroslavl ice hockey team of the KHL, as the flight was destined for Minsk, Belarus for a league game.",/wiki/2011_Lokomotiv_Yaroslavl_air_disaster
1013,"Buddha Air Flight 103, a Beechcraft 1900D, crashes in dense fog while attempting to land at Kathmandu Tribhuwan International Airport, killing all 16 passengers and 3 crew members.",/wiki/Buddha_Air_Flight_103
1014,"Airlines PNG Flight 1600, a de Havilland Canada DHC-8, crashes near the mouth of the Gogol River, Papua New Guinea, killing 28 of 32 on board.",/wiki/Airlines_PNG_Flight_1600
1015,"Iran Air Flight 742, a Boeing 727, en route from Moscow, Russia, to Tehran, Iran, lands without nose gear at Mehrabad International Airport; all 94 passengers and 14 crew members survive without injuries.",/wiki/Iran_Air_Flight_742
1016,"LOT Polish Airlines Flight 16, a Boeing 767, performs a belly landing at Warsaw Chopin Airport after its landing gear failed to deploy; all 220 passengers and 11 crew members survive without injuries.",/wiki/LOT_Polish_Airlines_Flight_16
1017,"UTair Flight 120, an ATR-72, crashes shortly after takeoff from Roshchino International Airport, Tyumen, Russia, killing 31 of the 43 passengers and crew on board.",/wiki/UTair_Flight_120
1018,"Bhoja Air Flight 213, a Boeing 737, crashes near Chaklala airbase, Rawalpindi, Pakistan, in bad weather, killing all 127 people on board.",/wiki/Bhoja_Air_Flight_213
1019,"In the Mount Salak Sukhoi Superjet 100 crash, a Sukhoi Superjet 100 crashes into Mount Salak, Indonesia, on an exhibition flight, killing all 45 passengers and crew on board.",/wiki/Mount_Salak_Sukhoi_Superjet_100_crash
1020,"In the Agni Air Flight CHT, a Dornier Do 228 crashes near Jomsom Airport, Nepal, during a go-around; of the 21 on board, 6 survive.",/wiki/Agni_Air_Flight_CHT
1021,"Allied Air Flight 111, a Boeing 727, overruns the runway on landing at Kotoka International Airport, Accra, Ghana, and crashes through a fence; the aircraft then hits a bus on a nearby road; all 4 crew survive but 12 are killed on the ground.",/wiki/Allied_Air_Flight_111
1022,"Dana Air Flight 992, a McDonnell Douglas MD-83 carrying 147 passengers and 6 crew members crashes in a suburb of Lagos, Nigeria, on approach to Murtala Muhammed International Airport, killing all on board and 10 more people on the ground.",/wiki/Dana_Air_Flight_992
1023,"Six people attempt to hijack Tianjin Airlines Flight 7554, an Embraer E-190, 10 minutes after takeoff; passengers and crew are able to restrain the hijackers until the aircraft makes an emergency landing; of the 101 on board, 2 hijackers die and 11 passengers and crew are injured; this is China's first serious hijacking attempt since 1990.",/wiki/Tianjin_Airlines_Flight_7554
1024,"Petropavlovsk-Kamchatsky Air Flight 251, an Antonov An-28, crashes in Kamchatka Peninsula, Russia, killing 10 of the 14 passengers and crew on board.",/wiki/Petropavlovsk-Kamchatsky_Air_Flight_251
1025,"Sita Air Flight 601, a Dornier Do 228, crashes on the bank of the Manohara River, Kathmandu, Nepal, after a bird strike, killing all 19 on board.",/wiki/Sita_Air_Flight_601
1026,"FlyMontserrat Flight 107, a Britten-Norman Islander, crashes after takeoff from V.C. Bird International Airport, Antigua and Barbuda; of the 4 on board, only 1 survives.",/wiki/FlyMontserrat_Flight_107
1027,"In the 2012 Aéro-Service Ilyushin Il-76T crash, an Ilyushin Il-76T freighter crashes short of runway threshold on approach to Maya-Maya Airport, Brazzaville, Republic of Congo, in bad weather, killing all 6 aboard, 26 on the ground, and injuring 14.",/wiki/2012_A%C3%A9ro-Service_Ilyushin_Il-76T_crash
1028,"Air Bagan Flight 11, a Fokker 100, crash-lands on a road near Heho Airport, Myanmar, killing one on board, one on the ground and injuring 11.",/wiki/Air_Bagan_Flight_11
1029,"Red Wings Airlines Flight 9268, a Tupolev Tu-204 on a re-positioning flight, overruns the runway on landing at Moscow's Vnukovo International Airport, then breaks apart and catches fire; 5 of the 8 crew on board are killed in the first fatal accident involving the Tu-204.",/wiki/Red_Wings_Airlines_Flight_9268
1030,"SCAT Airlines Flight 760, a Bombardier CRJ200, crashes in thick fog on approach to Almaty International Airport, Kazakhstan, killing all 16 passengers and 5 crew on board.",/wiki/SCAT_Airlines_Flight_760
1031,"South Airlines Flight 8971, an Antonov An-24, crash-lands in dense fog at Donetsk International Airport, Ukraine, killing 5 of 52 people on board.",/wiki/South_Airlines_Flight_8971
1032,"Lion Air Flight 904, a Boeing 737 carrying 101 passengers and 7 crew members, crashes into the ocean while attempting to land at Ngurah Rai International Airport on the Indonesian island of Bali, injuring 46 people.",/wiki/Lion_Air_Flight_904
1033,"National Airlines Flight 102, a Boeing 747 freighter, stalls and crashes shortly after takeoff from Bagram Airfield, Afghanistan, due to load shifting, killing all seven crew members on board.",/wiki/National_Airlines_Flight_102
1034,"Nepal Airlines Flight 555, a de Havilland Canada DHC-6, overruns the runway on landing at Jomsom Airport, Nepal, injuring seven people.",/wiki/Nepal_Airlines_Flight_555
